athlete,athleteLabel,sportLabel,award,awardLabel,medalTypeLabel,year,countryLabel
http://www.wikidata.org/entity/Q48440010,Антон Смольский,биатлон,http://www.wikidata.org/entity/Q32181,заслуженный мастер спорта Республики Беларусь,,2023,Беларусь
http://www.wikidata.org/entity/Q113753,Дениз Херрманн-Вик,биатлон,http://www.wikidata.org/entity/Q812373,Bayerischer Sportpreis,,2023,Германия
http://www.wikidata.org/entity/Q113753,Дениз Херрманн-Вик,биатлон,http://www.wikidata.org/entity/Q812373,Bayerischer Sportpreis,,2023,ГДР
http://www.wikidata.org/entity/Q1334428,Йоханнес Тинес Бё,биатлон,http://www.wikidata.org/entity/Q11981660,Kongepokal,,2023,Норвегия
http://www.wikidata.org/entity/Q125350264,Simon Hjelmeset Kirkeeide,биатлон,http://www.wikidata.org/entity/Q11981660,Kongepokal,,2024,Норвегия
http://www.wikidata.org/entity/Q115471517,Марен Киркёде,биатлон,http://www.wikidata.org/entity/Q11981660,Kongepokal,,2025,Норвегия
http://www.wikidata.org/entity/Q117287012,"Хедегарт, Эйнар",биатлон,http://www.wikidata.org/entity/Q11981660,Kongepokal,,2025,Норвегия
http://www.wikidata.org/entity/Q50609592,Вильде Нильсен,биатлон,http://www.wikidata.org/entity/Q1163691,Fearnley award,,2026,Норвегия
http://www.wikidata.org/entity/Q12105577,Q12105577,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q12105577,Q12105577,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q28114310,Q28114310,плавание,http://www.wikidata.org/entity/Q27918598,мастер спорта Республики Беларусь,,,Беларусь
http://www.wikidata.org/entity/Q94312498,Ahmed Abdulla KH H Al Thani,плавание,http://www.wikidata.org/entity/Q94572880,Qatar National Arabian Horse Show,,,Катар
http://www.wikidata.org/entity/Q94312498,Ahmed Abdulla KH H Al Thani,плавание,http://www.wikidata.org/entity/Q94572867,Straight Egyptian Arabian horse world championship,,,Катар
http://www.wikidata.org/entity/Q94312498,Ahmed Abdulla KH H Al Thani,плавание,http://www.wikidata.org/entity/Q94572864,All Nations Cup,,,Катар
http://www.wikidata.org/entity/Q21932264,Alice Tai,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q496754,Andreas Daniel Onea,плавание,http://www.wikidata.org/entity/Q18658584,знак I степени почётного знака «За заслуги перед Австрийской Республикой»,,,Австрия
http://www.wikidata.org/entity/Q60464295,Andrii Derevinskyi,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Украина
http://www.wikidata.org/entity/Q108315074,Andrii Trusov,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q108315074,Andrii Trusov,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q108267809,Anna Hontar,плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q108267809,Anna Hontar,плавание,http://www.wikidata.org/entity/Q29561485,орден княгини Ольги II степени,,,Украина
http://www.wikidata.org/entity/Q24033597,Arianna Talamona,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q5026290,Cameron Leslie,плавание,http://www.wikidata.org/entity/Q94162,орден Заслуг,,,Новая Зеландия
http://www.wikidata.org/entity/Q3664099,Cecilia Camellini,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q9201066,Damian Pietrasik,плавание,http://www.wikidata.org/entity/Q21954284,золотой крест Заслуги,,,Польша
http://www.wikidata.org/entity/Q9201066,Damian Pietrasik,плавание,http://www.wikidata.org/entity/Q15243447,серебряная медаль Паралимпийских игр,,,Польша
http://www.wikidata.org/entity/Q16223593,Danielle Campo,плавание,http://www.wikidata.org/entity/Q742162,орден Онтарио,,,Канада
http://www.wikidata.org/entity/Q67387847,Denise Grahl,плавание,http://www.wikidata.org/entity/Q15243447,серебряная медаль Паралимпийских игр,,,Германия
http://www.wikidata.org/entity/Q108376470,Denys Ostapchenko,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,
http://www.wikidata.org/entity/Q108376470,Denys Ostapchenko,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,
http://www.wikidata.org/entity/Q701288,Dinko Jukić,плавание,http://www.wikidata.org/entity/Q18658584,знак I степени почётного знака «За заслуги перед Австрийской Республикой»,,,Австрия
http://www.wikidata.org/entity/Q25172027,"Eleanor ""Ellie"" Robinson",плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q3051481,Ellie Simmonds,плавание,http://www.wikidata.org/entity/Q10762848,офицер ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q5378766,Enhamed Enhamed,плавание,http://www.wikidata.org/entity/Q30860334,золотая медаль Королевского ордена Спортивных заслуг,,,Испания
http://www.wikidata.org/entity/Q114648731,Ethan Kelly,плавание,http://www.wikidata.org/entity/Q6581478,Латинские награды,,,США
http://www.wikidata.org/entity/Q114648731,Ethan Kelly,плавание,http://www.wikidata.org/entity/Q7406322,salutatorian,,,США
http://www.wikidata.org/entity/Q24035645,Francesco Bocciardo,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q24239800,Giulia Ghiretti,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q5648951,Hannah Russell,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q60466643,Illia Yaremenko,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Украина
http://www.wikidata.org/entity/Q60466643,Illia Yaremenko,плавание,http://www.wikidata.org/entity/Q29032353,орден «За мужество» I степени,,,Украина
http://www.wikidata.org/entity/Q60466643,Illia Yaremenko,плавание,http://www.wikidata.org/entity/Q29032354,орден «За мужество» II степени,,,Украина
http://www.wikidata.org/entity/Q130082214,Iryna Poida,плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q44057420,Iurii Bozhynskyi,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Украина
http://www.wikidata.org/entity/Q1521355,Joanna Mendak,плавание,http://www.wikidata.org/entity/Q15243424,золотая медаль Паралимпийских игр,,,Польша
http://www.wikidata.org/entity/Q1521355,Joanna Mendak,плавание,http://www.wikidata.org/entity/Q15243454,бронзовая медаль Паралимпийских игр,,,Польша
http://www.wikidata.org/entity/Q1521355,Joanna Mendak,плавание,http://www.wikidata.org/entity/Q15715251,офицерский крест ордена Возрождения Польши,,,Польша
http://www.wikidata.org/entity/Q1521355,Joanna Mendak,плавание,http://www.wikidata.org/entity/Q15715250,кавалер ордена Возрождения Польши,,,Польша
http://www.wikidata.org/entity/Q1521355,Joanna Mendak,плавание,http://www.wikidata.org/entity/Q15243447,серебряная медаль Паралимпийских игр,,,Польша
http://www.wikidata.org/entity/Q82609621,Jonas Larsen,плавание,http://www.wikidata.org/entity/Q15243454,бронзовая медаль Паралимпийских игр,,,Датское королевство
http://www.wikidata.org/entity/Q6273138,Jonathan Fox,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q6318298,Justin Zook,плавание,http://www.wikidata.org/entity/Q15243665,2012 Summer Paralympic gold medal for men's 100 metre backstroke S10,,,США
http://www.wikidata.org/entity/Q26904336,Katarina Roxon,плавание,http://www.wikidata.org/entity/Q194540,медаль Бриллиантового юбилея королевы Елизаветы II,,,Канада
http://www.wikidata.org/entity/Q27734906,Lisa Kruger,плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q13767533,Lisa den Braber,плавание,http://www.wikidata.org/entity/Q15243454,бронзовая медаль Паралимпийских игр,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q2266419,Lisette Teunissen,плавание,http://www.wikidata.org/entity/Q15243454,бронзовая медаль Паралимпийских игр,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q2266419,Lisette Teunissen,плавание,http://www.wikidata.org/entity/Q15243424,золотая медаль Паралимпийских игр,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q2266419,Lisette Teunissen,плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q2794050,Marc Evers,плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q15114586,María Delgado,плавание,http://www.wikidata.org/entity/Q3392949,Королевский орден Спортивных заслуг,,,Испания
http://www.wikidata.org/entity/Q24452243,Matthew Wylie,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q44918323,Monica Boggioni,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q7086299,Oleksii Fedyna,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q7086299,Oleksii Fedyna,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q7086299,Oleksii Fedyna,плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,Украина
http://www.wikidata.org/entity/Q108269523,Oleksii Virchenko,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q108269523,Oleksii Virchenko,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q12151206,Olga Sviderska,плавание,http://www.wikidata.org/entity/Q29561485,орден княгини Ольги II степени,,,Украина
http://www.wikidata.org/entity/Q12151206,Olga Sviderska,плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q11798068,Oliwia Jabłońska,плавание,http://www.wikidata.org/entity/Q15715250,кавалер ордена Возрождения Польши,,,Польша
http://www.wikidata.org/entity/Q11245977,Paulina Woźniak,плавание,http://www.wikidata.org/entity/Q21954284,золотой крест Заслуги,,,Польша
http://www.wikidata.org/entity/Q7416084,Sandeep Sejwal,плавание,http://www.wikidata.org/entity/Q671622,премия «Арджуна»,,,Индия
http://www.wikidata.org/entity/Q7496576,Shikha Tandon,плавание,http://www.wikidata.org/entity/Q671622,премия «Арджуна»,,,Индия
http://www.wikidata.org/entity/Q16234189,Stephanie Slater,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q2303070,Sławomir Kuczko,плавание,http://www.wikidata.org/entity/Q15715250,кавалер ордена Возрождения Польши,,,Польша
http://www.wikidata.org/entity/Q28151538,Thijs van Hofweegen,плавание,http://www.wikidata.org/entity/Q15243447,серебряная медаль Паралимпийских игр,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q120378939,Valerie Tarazi,плавание,http://www.wikidata.org/entity/Q873364,бронзовая медаль,,,США
http://www.wikidata.org/entity/Q120378939,Valerie Tarazi,плавание,http://www.wikidata.org/entity/Q847956,серебряная медаль,,,США
http://www.wikidata.org/entity/Q120378939,Valerie Tarazi,плавание,http://www.wikidata.org/entity/Q873364,бронзовая медаль,,,Государство Палестина
http://www.wikidata.org/entity/Q120378939,Valerie Tarazi,плавание,http://www.wikidata.org/entity/Q847956,серебряная медаль,,,Государство Палестина
http://www.wikidata.org/entity/Q68674588,Viktoriia Savtsova,плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q68674588,Viktoriia Savtsova,плавание,http://www.wikidata.org/entity/Q29561485,орден княгини Ольги II степени,,,Украина
http://www.wikidata.org/entity/Q26973167,Wojciech Makowski,плавание,http://www.wikidata.org/entity/Q21954203,серебряный крест Заслуги,,,
http://www.wikidata.org/entity/Q12082071,Yana Berezhna,плавание,http://www.wikidata.org/entity/Q15243447,серебряная медаль Паралимпийских игр,,,Украина
http://www.wikidata.org/entity/Q8049609,Yaryna Matlo,плавание,http://www.wikidata.org/entity/Q4287066,медаль «За труд и отвагу»,,,Украина
http://www.wikidata.org/entity/Q8049609,Yaryna Matlo,плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q8049609,Yaryna Matlo,плавание,http://www.wikidata.org/entity/Q29561485,орден княгини Ольги II степени,,,Украина
http://www.wikidata.org/entity/Q8049609,Yaryna Matlo,плавание,http://www.wikidata.org/entity/Q4188105,заслуженный работник физической культуры и спорта Украины,,,Украина
http://www.wikidata.org/entity/Q8049609,Yaryna Matlo,плавание,http://www.wikidata.org/entity/Q29561484,орден княгини Ольги I степени,,,Украина
http://www.wikidata.org/entity/Q8049609,Yaryna Matlo,плавание,http://www.wikidata.org/entity/Q2212883,орден княгини Ольги,,,Украина
http://www.wikidata.org/entity/Q4662273,Аарон Мур,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q17465546,Адам Пити,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q529358,Александр Деспати,плавание,http://www.wikidata.org/entity/Q3362502,Зал славы квебекского спорта,,,Канада
http://www.wikidata.org/entity/Q717306,Александр Николаевич Сухоруков,плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q210879,Александра Викторовна Герасименя,плавание,http://www.wikidata.org/entity/Q115440391,Медаль Ордена Погони,,,Беларусь
http://www.wikidata.org/entity/Q11685205,Александра Урбанчик,плавание,http://www.wikidata.org/entity/Q111512907,почетный гражданин Лодзи,,,Польша
http://www.wikidata.org/entity/Q455883,Амори Лево,плавание,http://www.wikidata.org/entity/Q13422140,офицер ордена «За заслуги»,,,Франция
http://www.wikidata.org/entity/Q455883,Амори Лево,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,,Франция
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Россия
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Россия
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Россия
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,Россия
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Украина
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,Украина
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,Украина
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,СССР
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,СССР
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29032357,орден «За мужество» III степени,,,СССР
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,СССР
http://www.wikidata.org/entity/Q4759386,Андрей Яковлевич Калина,плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,СССР
http://www.wikidata.org/entity/Q19915730,Антон Михайлович Чупков,плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q44485312,Антонио Фантин,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q773740,Аня Клинар,плавание,http://www.wikidata.org/entity/Q20524397,медаль Блоудека,,,Словения
http://www.wikidata.org/entity/Q831205,Бетани Ферт,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q12083323,"Богодайко, Евгений Витальевич",плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,Украина
http://www.wikidata.org/entity/Q12083323,"Богодайко, Евгений Витальевич",плавание,http://www.wikidata.org/entity/Q47452388,орден князя Ярослава Мудрого V степени,,,Украина
http://www.wikidata.org/entity/Q12083323,"Богодайко, Евгений Витальевич",плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q12083323,"Богодайко, Евгений Витальевич",плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q2208967,"Ван Раувендал, Шарон",плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q108367692,Виктория Олеговна Ищиулова,плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q5285825,"Виноградец, Дмитрий Николаевич",плавание,http://www.wikidata.org/entity/Q29017353,орден «За заслуги» I степени,,,Украина
http://www.wikidata.org/entity/Q5285825,"Виноградец, Дмитрий Николаевич",плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q5285825,"Виноградец, Дмитрий Николаевич",плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q171327,Владимир Викторович Морозов,плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q28570381,Владимир Леонидович Изотов,плавание,http://www.wikidata.org/entity/Q42307908,орден Отечества III степени,,,Беларусь
http://www.wikidata.org/entity/Q2442285,"Говоров, Андрей Андреевич",плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q6069817,"Гражданова, Ирина Сергеевна",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q2107156,Грегорио Пальтриньери,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q502735,"Гречин, Андрей Владимирович",плавание,http://www.wikidata.org/entity/Q19030539,медаль ордена «За заслуги перед Отечеством» I степени,,,Россия
http://www.wikidata.org/entity/Q24048969,"Григорьев, Дмитрий Сергеевич",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q16729516,"Гусева, Оксана Михайловна",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q16729516,"Гусева, Оксана Михайловна",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,СССР
http://www.wikidata.org/entity/Q455769,Дарья Юрьевна Зевина,плавание,http://www.wikidata.org/entity/Q29561486,орден княгини Ольги III степени,,,Украина
http://www.wikidata.org/entity/Q26251849,Денис Петрашов,плавание,http://www.wikidata.org/entity/Q4286829,медаль «Данк»,,,Кыргызстан
http://www.wikidata.org/entity/Q4751854,"Диодорова, Анастасия Алексеевна",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q18127716,Дмитрий Сергеевич Салей,плавание,http://www.wikidata.org/entity/Q98538722,Орден «За службу Отечеству» III степени,,,Беларусь
http://www.wikidata.org/entity/Q18127716,Дмитрий Сергеевич Салей,плавание,http://www.wikidata.org/entity/Q98538722,Орден «За службу Отечеству» III степени,,,Азербайджан
http://www.wikidata.org/entity/Q18127716,Дмитрий Сергеевич Салей,плавание,http://www.wikidata.org/entity/Q98538722,Орден «За службу Отечеству» III степени,,,СССР
http://www.wikidata.org/entity/Q4146049,Елизавета Вениаминовна Горшкова,плавание,http://www.wikidata.org/entity/Q3843021,мастер спорта России международного класса,,,Россия
http://www.wikidata.org/entity/Q4146049,Елизавета Вениаминовна Горшкова,плавание,http://www.wikidata.org/entity/Q3843021,мастер спорта России международного класса,,,СССР
http://www.wikidata.org/entity/Q26131652,Елизавета Даниловна Мерешеко,плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q26131652,Елизавета Даниловна Мерешеко,плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q238685,"Ефимова, Юлия Андреевна",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q238685,"Ефимова, Юлия Андреевна",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q266700,"Зуева, Анастасия Валерьевна",плавание,http://www.wikidata.org/entity/Q19030539,медаль ордена «За заслуги перед Отечеством» I степени,,,Россия
http://www.wikidata.org/entity/Q554855,"Изотов, Данила Сергеевич",плавание,http://www.wikidata.org/entity/Q19030539,медаль ордена «За заслуги перед Отечеством» I степени,,,Россия
http://www.wikidata.org/entity/Q554855,"Изотов, Данила Сергеевич",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q260151,"Ильченко, Лариса Дмитриевна",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q260151,"Ильченко, Лариса Дмитриевна",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,СССР
http://www.wikidata.org/entity/Q108367685,"Исрафилов, Вели Рашадат оглы",плавание,http://www.wikidata.org/entity/Q25541992,почётный диплом Президента Азербайджанской Республики,,,Азербайджан
http://www.wikidata.org/entity/Q108367685,"Исрафилов, Вели Рашадат оглы",плавание,http://www.wikidata.org/entity/Q98538719,орден «За службу Отечеству» I степени,,,Азербайджан
http://www.wikidata.org/entity/Q108367685,"Исрафилов, Вели Рашадат оглы",плавание,http://www.wikidata.org/entity/Q126728481,заслуженный мастер спорта Азербайджана,,,Азербайджан
http://www.wikidata.org/entity/Q108367685,"Исрафилов, Вели Рашадат оглы",плавание,http://www.wikidata.org/entity/Q126728395,мастер спорта Азербайджана,,,Азербайджан
http://www.wikidata.org/entity/Q137579,Камиль Мюффа,плавание,http://www.wikidata.org/entity/Q10855271,кавалер ордена Почётного легиона,,,Франция
http://www.wikidata.org/entity/Q67771778,Карлотта Гилли,плавание,http://www.wikidata.org/entity/Q3682699,Золотая цепь спортивных заслуг,,,Италия
http://www.wikidata.org/entity/Q7454575,"Клипперт, Сергей Викторович",плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q7454575,"Клипперт, Сергей Викторович",плавание,http://www.wikidata.org/entity/Q29032353,орден «За мужество» I степени,,,Украина
http://www.wikidata.org/entity/Q7454575,"Клипперт, Сергей Викторович",плавание,http://www.wikidata.org/entity/Q29032354,орден «За мужество» II степени,,,Украина
http://www.wikidata.org/entity/Q7454575,"Клипперт, Сергей Викторович",плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q3712333,"Кокарев, Дмитрий Васильевич",плавание,http://www.wikidata.org/entity/Q2268261,орден Почёта,,,Россия
http://www.wikidata.org/entity/Q3712333,"Кокарев, Дмитрий Васильевич",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q7035072,"Коновалов, Никита Юрьевич",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q26868454,"Крипак, Максим Сергеевич",плавание,http://www.wikidata.org/entity/Q29017281,орден «За заслуги» III степени,,,Украина
http://www.wikidata.org/entity/Q26868454,"Крипак, Максим Сергеевич",плавание,http://www.wikidata.org/entity/Q4335914,орден Государства,,,Украина
http://www.wikidata.org/entity/Q1086850,Крис Мирс,плавание,http://www.wikidata.org/entity/Q12201526,член ордена Британской империи,,,Великобритания
http://www.wikidata.org/entity/Q2027425,"Кужела, Ольга Петровна",плавание,http://www.wikidata.org/entity/Q791135,орден Дружбы,,,Россия
http://www.wikidata.org/entity/Q17129599,Кэйити Кимура,плавание,http://www.wikidata.org/entity/Q11605748,медаль Почёта с пурпурной лентой,,,Япония
http://www.wikidata.org/entity/Q554840,"Лагунов, Евгений Александрович",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q554840,"Лагунов, Евгений Александрович",плавание,http://www.wikidata.org/entity/Q19030539,медаль ордена «За заслуги перед Отечеством» I степени,,,Россия
http://www.wikidata.org/entity/Q26260726,Леони Бек,плавание,http://www.wikidata.org/entity/Q672787,Баварский орден «За заслуги»,,,Германия
http://www.wikidata.org/entity/Q26923727,Лизетта Брюинсма,плавание,http://www.wikidata.org/entity/Q5442991,рыцарь ордена Оранских-Нассау,,,Королевство Нидерландов
http://www.wikidata.org/entity/Q554849,"Лобинцев, Никита Константинович",плавание,http://www.wikidata.org/entity/Q19030089,медаль ордена «За заслуги перед Отечеством» II степени,,,Россия
http://www.wikidata.org/entity/Q554849,"Лобинцев, Никита Константинович",плавание,http://www.wikidata.org/entity/Q19030539,медаль ордена «За заслуги перед Отечеством» I степени,,,Россия
http://www.wikidata.org/entity/Q26260727,Маргерита Пандзьери,плавание,http://www.wikidata.org/entity/Q124956424,bronze medal for athletic prowess,,,Италия
http://www.wikidata.org/entity/Q12122075,"Мащенко, Александр Сергеевич",плавание,http://www.wikidata.org/entity/Q29017356,орден «За заслуги» II степени,,,Украина
http://www.wikidata.org/entity/Q12122075,"Мащенко, Александр Сергеевич",плавание,http://www.wikidata.org/entity/Q29032353,орден «За мужество» I степени,,,Украина
http://www.wikidata.org/entity/Q12122075,"Мащенко, Александр Сергеевич",плавание,http://www.wikidata.org/entity/Q29032354,орден «За мужество» II степени,,,Украина
